SKU_COD,MODEL_COD,BRAND_DES,MD_SKU_STATUS_COD,PRODUCT_TYPE_COD,COLOR,COLOR_FAMILY_1_DES,ZLENSCODE,filename_root,USERGENDER_DES,CTM_FIRST_FRONT_MATERIAL_DES,SHAPE_SEMI_GROUPED,GRANULAR_SHAPE_AWS,CTM_FIRST_TEMPLE_MATERIAL_DES,FlatTop_FlatTop_1,SIZE_COD,LENSHEIGHTVAL,BRIDGE_LENGTH,LENS_BASE,RIM_TYPE_DES
207837UYY549O,207837,MOSCHINO LOVE,IL,2,UYY,BK,9O,2078370UYY9O,WOMAN,ACETATE,SQUARETANGULAR_CAT_EYE,RECTANGULAR CAT EYE,ACETATE,NOFLATTOP,54,49.8,18,4,FULL RIM
207838PJP559O,207838,MOSCHINO LOVE,IL,2,PJP,BL,9O,2078380PJP9O,WOMAN,ACETATE,SQUARETANGULAR,SQUARE,ACETATE,NOFLATTOP,55,49.6,15,4,FULL RIM
207839FWM52JQ,207839,POLAROID,,2,FWM,PK,JQ,2078390FWMJQ,WOMAN,INJECTED,CAT_EYE_NARROW,CAT EYE NARROW,INJECTED,NOFLATTOP,52,38.3,20,4,FULL RIM
207839MVU52C3,207839,POLAROID,IL,2,MVU,AZ,C3,2078390MVUC3,WOMAN,INJECTED,CAT_EYE_NARROW,CAT EYE NARROW,INJECTED,NOFLATTOP,52,38.3,20,4,FULL RIM
207840FMP51M9,207840,POLAROID,,2,FMP,YL,M9,2078400FMPM9,MAN,INJECTED,SQUARETANGULAR,RECTANGULAR,INJECTED,NOFLATTOP,51,40.3,21,4,FULL RIM
207840MVU515X,207840,POLAROID,IL,2,MVU,AZ,5X,2078400MVU5X,MAN,INJECTED,SQUARETANGULAR,RECTANGULAR,INJECTED,NOFLATTOP,51,40.3,21,4,FULL RIM
207841FWM51C3,207841,POLAROID,IL,2,FWM,PK,C3,2078410FWMC3,UNISEX ADULT,INJECTED,SQUARETANGULAR_BOLD,RECTANGULAR BOLD,INJECTED,NOFLATTOP,51,36.4,26,4,FULL RIM
207841MVU51C3,207841,POLAROID,IL,2,MVU,AZ,C3,2078410MVUC3,UNISEX ADULT,INJECTED,SQUARETANGULAR_BOLD,RECTANGULAR BOLD,INJECTED,NOFLATTOP,51,36.4,26,4,FULL RIM
207842BLX59OZ,207842,POLAROID,IL,2,BLX,BK,OZ,2078420BLXOZ,UNISEX ADULT,OTHER,CAT_EYE_NARROW,CAT EYE NARROW,OTHER,NOFLATTOP,59,37.1,18,8,FULL RIM
207842FLL59M9,207842,POLAROID,IL,2,FLL,BL,M9,2078420FLLM9,UNISEX ADULT,OTHER,CAT_EYE_NARROW,CAT EYE NARROW,OTHER,NOFLATTOP,59,37.1,18,8,FULL RIM
207842GMY59M9,207842,POLAROID,IL,2,GMY,PK,M9,2078420GMYM9,UNISEX ADULT,OTHER,CAT_EYE_NARROW,CAT EYE NARROW,OTHER,NOFLATTOP,59,37.1,18,8,FULL RIM
207843FMP48C3,207843,POLAROID,,2,FMP,YL,C3,2078430FMPC3,UNISEX ADULT,INJECTED,OVAL,OVAL,INJECTED,NOFLATTOP,48,42.9,24,4,FULL RIM
207843FWM48UC,207843,POLAROID,,2,FWM,PK,UC,2078430FWMUC,UNISEX ADULT,INJECTED,OVAL,OVAL,INJECTED,NOFLATTOP,48,42.9,24,4,FULL RIM
207843MVU48C3,207843,POLAROID,IL,2,MVU,AZ,C3,2078430MVUC3,UNISEX ADULT,INJECTED,OVAL,OVAL,INJECTED,NOFLATTOP,48,42.9,24,4,FULL RIM
207844L7Q51C3,207844,POLAROID,IL,2,L7Q,OR,C3,2078440L7QC3,UNISEX ADULT,INJECTED,ROUNDISH,PANTOS,INJECTED,NOFLATTOP,51,45.4,20,4,FULL RIM
207844MVU51C3,207844,POLAROID,,2,MVU,AZ,C3,2078440MVUC3,UNISEX ADULT,INJECTED,ROUNDISH,PANTOS,INJECTED,NOFLATTOP,51,45.4,20,4,FULL RIM
207845ASR57UC,207845,POLAROID,IL,2,ASR,GY,UC,2078450ASRUC,WOMAN,METAL,CAT_EYE_NARROW,CAT EYE NARROW,METAL,NOFLATTOP,57,43.7,17,4,FULL RIM
207845DOH57C3,207845,POLAROID,IL,2,DOH,GY,C3,2078450DOHC3,WOMAN,METAL,CAT_EYE_NARROW,CAT EYE NARROW,METAL,NOFLATTOP,57,43.7,17,4,FULL RIM
207845DYG57MU,207845,POLAROID,,2,DYG,GD,MU,2078450DYGMU,WOMAN,METAL,CAT_EYE_NARROW,CAT EYE NARROW,METAL,NOFLATTOP,57,43.7,17,4,FULL RIM
207845EYR57GC,207845,POLAROID,IL,2,EYR,GD,GC,2078450EYRGC,WOMAN,METAL,CAT_EYE_NARROW,CAT EYE NARROW,METAL,NOFLATTOP,57,43.7,17,4,FULL RIM
207845RHL57M9,207845,POLAROID,IL,2,RHL,GD,M9,2078450RHLM9,WOMAN,METAL,CAT_EYE_NARROW,CAT EYE NARROW,METAL,NOFLATTOP,57,43.7,17,4,FULL RIM
207846HAM51M9,207846,POLAROID,IL,2,HAM,BG,M9,2078460HAMM9,MAN,INJECTED,SQUARETANGULAR_SOFT,RECTANGULAR SOFT,METAL,NOFLATTOP,51,42.9,18,4,FULL RIM
207847KB755LB,207847,POLAROID,IL,2,KB7,GY,LB,2078470KB7LB,WOMAN,INJECTED,SQUARETANGULAR,SQUARE,METAL,NOFLATTOP,55,50.3,17,4,FULL RIM
207848ASR56UC,207848,POLAROID,IL,2,ASR,GY,UC,2078480ASRUC,MAN,METAL,SQUARETANGULAR_DB,NAVIGATOR,METAL,NOFLATTOP,56,44.0,17,4,FULL RIM
207848EVO56MU,207848,POLAROID,,2,EVO,GY,MU,2078480EVOMU,MAN,METAL,SQUARETANGULAR_DB,NAVIGATOR,METAL,NOFLATTOP,56,44.0,17,4,FULL RIM
207848PEF56UC,207848,POLAROID,IL,2,PEF,GD,UC,2078480PEFUC,MAN,METAL,SQUARETANGULAR_DB,NAVIGATOR,METAL,NOFLATTOP,56,44.0,17,4,FULL RIM
207848V8456C3,207848,POLAROID,IL,2,V84,GY,C3,2078480V84C3,MAN,METAL,SQUARETANGULAR_DB,NAVIGATOR,METAL,NOFLATTOP,56,44.0,17,4,FULL RIM
207849DOH54C3,207849,POLAROID,IL,2,DOH,GY,C3,2078490DOHC3,UNISEX ADULT,METAL,ROUNDISH,PANTOS,METAL,NOFLATTOP,54,46.8,18,4,FULL RIM
207849DYG54MU,207849,POLAROID,,2,DYG,GD,MU,2078490DYGMU,UNISEX ADULT,METAL,ROUNDISH,PANTOS,METAL,NOFLATTOP,54,46.8,18,4,FULL RIM
207849RHL54M9,207849,POLAROID,IL,2,RHL,GD,M9,2078490RHLM9,UNISEX ADULT,METAL,ROUNDISH,PANTOS,METAL,NOFLATTOP,54,46.8,18,4,FULL RIM
207849S9E54JR,207849,POLAROID,IL,2,S9E,GD,JR,2078490S9EJR,UNISEX ADULT,METAL,ROUNDISH,PANTOS,METAL,NOFLATTOP,54,46.8,18,4,FULL RIM
207849SMF54UC,207849,POLAROID,IL,2,SMF,GY,UC,2078490SMFUC,UNISEX ADULT,METAL,ROUNDISH,PANTOS,METAL,NOFLATTOP,54,46.8,18,4,FULL RIM
207850OXZ58C3,207850,POLAROID,IL,2,OXZ,BL,C3,2078500OXZC3,MAN,INJECTED,SQUARETANGULAR,RECTANGULAR,INJECTED,NOFLATTOP,58,44.2,17,4,FULL RIM
207851B3V56WJ,207851,POLAROID,IL,2,B3V,VL,WJ,2078510B3VWJ,WOMAN,INJECTED,SQUARETANGULAR_CAT_EYE,RECTANGULAR CAT EYE,INJECTED,NOFLATTOP,56,48.8,16,4,FULL RIM
207851DB156LA,207851,POLAROID,IL,2,DB1,BL,LA,2078510DB1LA,WOMAN,INJECTED,SQUARETANGULAR_CAT_EYE,RECTANGULAR CAT EYE,INJECTED,NOFLATTOP,56,48.8,16,4,FULL RIM
207851FWM56Z7,207851,POLAROID,IL,2,FWM,PK,Z7,2078510FWMZ7,WOMAN,INJECTED,SQUARETANGULAR_CAT_EYE,RECTANGULAR CAT EYE,INJECTED,NOFLATTOP,56,48.8,16,4,FULL RIM
207853PJP52Z7,207853,POLAROID,IL,2,PJP,BL,Z7,2078530PJPZ7,WOMAN,INJECTED,CAT_EYE,CAT EYE,METAL,NOFLATTOP,52,46.9,19,4,FULL RIM
207853VK652M9,207853,POLAROID,IL,2,VK6,WH,M9,2078530VK6M9,WOMAN,INJECTED,CAT_EYE,CAT EYE,METAL,NOFLATTOP,52,46.9,19,4,FULL RIM
207854FLL545X,207854,POLAROID,IL,2,FLL,BL,5X,2078540FLL5X,UNISEX ADULT,INJECTED,SQUARETANGULAR_ACTIVE,RECTANGULAR ACTIVE,INJECTED,NOFLATTOP,54,42.8,18,4,FULL RIM
207854O6W54M9,207854,POLAROID,,2,O6W,BK,M9,2078540O6WM9,UNISEX ADULT,INJECTED,SQUARETANGULAR_ACTIVE,RECTANGULAR ACTIVE,INJECTED,NOFLATTOP,54,42.8,18,4,FULL RIM
207854PGC54M9,207854,POLAROID,IL,2,PGC,BK,M9,2078540PGCM9,UNISEX ADULT,INJECTED,SQUARETANGULAR_ACTIVE,RECTANGULAR ACTIVE,INJECTED,NOFLATTOP,54,42.8,18,4,FULL RIM
207855FLL585X,207855,POLAROID,IL,2,FLL,BL,5X,2078550FLL5X,MAN,INJECTED,SQUARETANGULAR,RECTANGULAR,INJECTED,NOFLATTOP,58,43.6,15,4,FULL RIM
207855O6W58UC,207855,POLAROID,,2,O6W,BK,UC,2078550O6WUC,MAN,INJECTED,SQUARETANGULAR,RECTANGULAR,INJECTED,NOFLATTOP,58,43.6,15,4,FULL RIM
207855RC258EX,207855,POLAROID,IL,2,RC2,BK,EX,2078550RC2EX,MAN,INJECTED,SQUARETANGULAR,RECTANGULAR,INJECTED,NOFLATTOP,58,43.6,15,4,FULL RIM
207855TBO58OZ,207855,POLAROID,IL,2,TBO,GN,OZ,2078550TBOOZ,MAN,INJECTED,SQUARETANGULAR,RECTANGULAR,INJECTED,NOFLATTOP,58,43.6,15,4,FULL RIM
207856DLD6478,207856,POLAROID,IL,2,DLD,GN,78,2078560DLD78,MAN,INJECTED,SHIELD NORMANGULAR,SHIELD NORMANGULAR,INJECTED,NOFLATTOP,64,44.4,15,8,FULL RIM
207856FLL647I,207856,POLAROID,IL,2,FLL,BL,7I,2078560FLL7I,MAN,INJECTED,SHIELD NORMANGULAR,SHIELD NORMANGULAR,INJECTED,NOFLATTOP,64,44.4,15,8,FULL RIM
207857FLL6647,207857,POLAROID,IL,2,FLL,BL,47,2078570FLL47,MAN,INJECTED,HIGH_PERFORMANGULAR,HIGH PERFORMANGULAR,INJECTED,NOFLATTOP,70,46.1,9,8,HALF RIM
207857PGC66VV,207857,POLAROID,IL,2,PGC,BK,VV,2078570PGCVV,MAN,INJECTED,HIGH_PERFORMANGULAR,HIGH PERFORMANGULAR,INJECTED,NOFLATTOP,70,46.1,9,8,HALF RIM
207858DLD62M9,207858,POLAROID,IL,2,DLD,GN,M9,2078580DLDM9,MAN,OTHER,SQUARETANGULAR_ACTIVE,RECTANGULAR ACTIVE,OTHER,NOFLATTOP,62,38.7,17,8,FULL RIM
207858FLL62M9,207858,POLAROID,IL,2,FLL,BL,M9,2078580FLLM9,MAN,OTHER,SQUARETANGULAR_ACTIVE,RECTANGULAR ACTIVE,OTHER,NOFLATTOP,62,38.7,17,8,FULL RIM
207859DLD60M9,207859,POLAROID,IL,2,DLD,GN,M9,2078590DLDM9,MAN,INJECTED,SQUARETANGULAR_ACTIVE,RECTANGULAR ACTIVE,INJECTED,NOFLATTOP,60,42.7,15,6,FULL RIM
207859FLL605X,207859,POLAROID,IL,2,FLL,BL,5X,2078590FLL5X,MAN,INJECTED,SQUARETANGULAR_ACTIVE,RECTANGULAR ACTIVE,INJECTED,NOFLATTOP,60,42.7,15,6,FULL RIM
207859PYW605Z,207859,POLAROID,IL,2,PYW,BL,5Z,2078590PYW5Z,MAN,INJECTED,SQUARETANGULAR_ACTIVE,RECTANGULAR ACTIVE,INJECTED,NOFLATTOP,60,42.7,15,6,FULL RIM
207859RC260OZ,207859,POLAROID,IL,2,RC2,BK,OZ,2078590RC2OZ,MAN,INJECTED,SQUARETANGULAR_ACTIVE,RECTANGULAR ACTIVE,INJECTED,NOFLATTOP,60,42.7,15,6,FULL RIM
207861J5G57UC,207861,POLAROID,,2,J5G,GD,UC,2078610J5GUC,MAN,METAL,PILOT,PILOT,METAL,NOFLATTOP,57,49.5,14,4,FULL RIM
207861J5G59UC,207861,POLAROID,IL,2,J5G,GD,UC,2078610J5GUC,MAN,METAL,PILOT,PILOT,METAL,NOFLATTOP,59,51.2,14,4,FULL RIM
207861KJ157C3,207861,POLAROID,,2,KJ1,GY,C3,2078610KJ1C3,MAN,METAL,PILOT,PILOT,METAL,NOFLATTOP,57,49.5,14,4,FULL RIM
207861KJ159C3,207861,POLAROID,IL,2,KJ1,GY,C3,2078610KJ1C3,MAN,METAL,PILOT,PILOT,METAL,NOFLATTOP,59,51.2,14,4,FULL RIM
207862PJP51Z7,207862,POLAROID,IL,2,PJP,BL,Z7,2078620PJPZ7,WOMAN,INJECTED,SQUARETANGULAR,SQUARE,METAL,NOFLATTOP,51,46.5,21,4,FULL RIM
207863LHF53IR,207863,TOMMY HILFIGER,,2,LHF,BU,IR,2078630LHFIR,WOMAN,ACETATE,SQUARETANGULAR,SQUARE,ACETATE,NOFLATTOP,53,45.1,19,4,FULL RIM
207863PJP53GB,207863,TOMMY HILFIGER,IL,2,PJP,BL,GB,2078630PJPGB,WOMAN,ACETATE,SQUARETANGULAR,SQUARE,ACETATE,NOFLATTOP,53,45.1,19,4,FULL RIM
207863SZJ53IR,207863,TOMMY HILFIGER,IL,2,SZJ,WH,IR,2078630SZJIR,WOMAN,ACETATE,SQUARETANGULAR,SQUARE,ACETATE,NOFLATTOP,53,45.1,19,4,FULL RIM
207864LHF52IR,207864,TOMMY HILFIGER,,2,LHF,BU,IR,2078640LHFIR,WOMAN,ACETATE,SQUARETANGULAR,SQUARE,ACETATE,NOFLATTOP,52,41.8,18,4,FULL RIM
207864PJP52GB,207864,TOMMY HILFIGER,IL,2,PJP,BL,GB,2078640PJPGB,WOMAN,ACETATE,SQUARETANGULAR,SQUARE,ACETATE,NOFLATTOP,52,41.8,18,4,FULL RIM
207864SZJ52IR,207864,TOMMY HILFIGER,,2,SZJ,WH,IR,2078640SZJIR,WOMAN,ACETATE,SQUARETANGULAR,SQUARE,ACETATE,NOFLATTOP,52,41.8,18,4,FULL RIM
207865FWM54HA,207865,TOMMY HILFIGER,IL,2,FWM,PK,HA,2078650FWMHA,WOMAN,ACETATE,BUTTERFLY_ROUNDISH,BUTTERFLY ROUNDISH,ACETATE,NOFLATTOP,54,40.9,18,6,FULL RIM
207865IPR5408,207865,TOMMY HILFIGER,IL,2,IPR,HV,08,2078650IPR08,WOMAN,ACETATE,BUTTERFLY_ROUNDISH,BUTTERFLY ROUNDISH,ACETATE,NOFLATTOP,54,40.9,18,6,FULL RIM
207865LHF54IR,207865,TOMMY HILFIGER,IL,2,LHF,BU,IR,2078650LHFIR,WOMAN,ACETATE,BUTTERFLY_ROUNDISH,BUTTERFLY ROUNDISH,ACETATE,NOFLATTOP,54,40.9,18,6,FULL RIM
207866LHF54IR,207866,TOMMY HILFIGER,IL,2,LHF,BU,IR,2078660LHFIR,WOMAN,ACETATE,SQUARETANGULAR_CAT_EYE,RECTANGULAR TRAPEZIANGULAR,ACETATE,NOFLATTOP,54,46.3,18,4,FULL RIM
207866PJP5408,207866,TOMMY HILFIGER,IL,2,PJP,BL,08,2078660PJP08,WOMAN,ACETATE,SQUARETANGULAR_CAT_EYE,RECTANGULAR TRAPEZIANGULAR,ACETATE,NOFLATTOP,54,46.3,18,4,FULL RIM
207867J5G55QT,207867,TOMMY HILFIGER,IL,2,J5G,GD,QT,2078670J5GQT,UNISEX ADULT,METAL,OVAL,OVAL,METAL,NOFLATTOP,55,42.8,21,4,FULL RIM
207867KJ155IR,207867,TOMMY HILFIGER,IL,2,KJ1,GY,IR,2078670KJ1IR,UNISEX ADULT,METAL,OVAL,OVAL,METAL,NOFLATTOP,55,42.8,21,4,FULL RIM
207868LHF573X,207868,TOMMY HILFIGER,IL,2,LHF,BU,3X,2078680LHF3X,WOMAN,INJECTED,SQUARETANGULAR,SQUARE,METAL,NOFLATTOP,57,51.2,17,4,FULL RIM
207868PJP5708,207868,TOMMY HILFIGER,IL,2,PJP,BL,08,2078680PJP08,WOMAN,INJECTED,SQUARETANGULAR,SQUARE,METAL,NOFLATTOP,57,51.2,17,4,FULL RIM
207869J5G50QT,207869,TOMMY HILFIGER,IL,2,J5G,GD,QT,2078690J5GQT,UNISEX ADULT,METAL,ROUNDISH,PANTOS,METAL,NOFLATTOP,50,45.0,21,4,FULL RIM
207869J5G509O,207869,TOMMY HILFIGER,IL,2,J5G,GD,9O,2078690J5G9O,UNISEX ADULT,METAL,ROUNDISH,PANTOS,METAL,NOFLATTOP,50,45.0,21,4,FULL RIM
207869KJ150IR,207869,TOMMY HILFIGER,IL,2,KJ1,GY,IR,2078690KJ1IR,UNISEX ADULT,METAL,ROUNDISH,PANTOS,METAL,NOFLATTOP,50,45.0,21,4,FULL RIM
207870DDB573X,207870,TOMMY HILFIGER,IL,2,DDB,GD,3X,2078700DDB3X,WOMAN,METAL,ROUNDISH,CAT EYE ROUNDISH,METAL,NOFLATTOP,57,52.1,17,4,FULL RIM
207870J5G579O,207870,TOMMY HILFIGER,IL,2,J5G,GD,9O,2078700J5G9O,WOMAN,METAL,ROUNDISH,CAT EYE ROUNDISH,METAL,NOFLATTOP,57,52.1,17,4,FULL RIM
207871DDB61HA,207871,ETRO,IL,2,DDB,GD,HA,2078710DDBHA,WOMAN,METAL,SQUARETANGULAR,SQUARE,METAL,NOFLATTOP,61,56.8,16,4,FULL RIM
207871PEF61IB,207871,ETRO,IL,2,PEF,GD,IB,2078710PEFIB,WOMAN,METAL,SQUARETANGULAR,SQUARE,METAL,NOFLATTOP,61,56.8,16,4,FULL RIM
207871S9E61FW,207871,ETRO,IL,2,S9E,GD,FW,2078710S9EFW,WOMAN,METAL,SQUARETANGULAR,SQUARE,METAL,NOFLATTOP,61,56.8,16,4,FULL RIM
207872DDB62HA,207872,ETRO,IL,2,DDB,GD,HA,2078720DDBHA,WOMAN,METAL,ROUNDISH,CAT EYE ROUNDISH,METAL,NOFLATTOP,62,54.5,16,4,FULL RIM
207873DDB62FF,207873,ETRO,IL,2,DDB,GD,FF,2078730DDBFF,WOMAN,METAL,SQUARETANGULAR,SQUARE,METAL,NOFLATTOP,62,57.0,16,4,FULL RIM
207874KB757XT,207874,CARRERA DUCATI,IL,2,KB7,GY,XT,2078740KB7XT,MAN,INJECTED,SHIELD NORMANGULAR,SHIELD NORMANGULAR,INJECTED,FLATTOP,57,45.9,18,4,FULL RIM
207875KB753XT,207875,CARRERA DUCATI,IL,2,KB7,GY,XT,2078750KB7XT,MAN,INJECTED,ROUNDISH,ROUND GEOMETRICAL,INJECTED,NOFLATTOP,53,44.3,20,4,FULL RIM
207877R8058IR,207877,CARRERA DUCATI,IL,2,R80,GY,IR,2078770R80IR,MAN,METAL,SQUARETANGULAR_ACTIVE,RECTANGULAR ACTIVE,METAL,NOFLATTOP,58,41.5,18,6,FULL RIM
207878BLX76UZ,207878,CARRERA DUCATI,IL,2,BLX,BK,UZ,2078780BLXUZ,MAN,INJECTED,ROUNDISH,ROUND GEOMETRICAL,METAL,NOFLATTOP,76,52.9,11,6,FULL RIM
207878KB776XT,207878,CARRERA DUCATI,IL,2,KB7,GY,XT,2078780KB7XT,MAN,INJECTED,ROUNDISH,ROUND GEOMETRICAL,METAL,NOFLATTOP,76,52.9,11,6,FULL RIM
207879RZZ57M9,207879,CARRERA,IL,2,RZZ,BK,M9,2078790RZZM9,MAN,ACETATE,SQUARETANGULAR,RECTANGULAR,ACETATE,NOFLATTOP,57,47.9,17,4,FULL RIM
207880KB758FQ,207880,CARRERA,IL,2,KB7,GY,FQ,2078800KB7FQ,MAN,ACETATE,SQUARETANGULAR_DB,RECTANGULAR DB,ACETATE,NOFLATTOP,58,48.8,16,4,FULL RIM
207880RZZ58M9,207880,CARRERA,IL,2,RZZ,BK,M9,2078800RZZM9,MAN,ACETATE,SQUARETANGULAR_DB,RECTANGULAR DB,ACETATE,NOFLATTOP,58,48.8,16,4,FULL RIM
207881NOA599K,207881,CARRERA,IL,2,NOA,GD,9K,2078810NOA9K,MAN,METAL,SQUARETANGULAR_DB,RECTANGULAR DB,METAL,NOFLATTOP,59,47.7,15,4,FULL RIM
207881RHL59Q3,207881,CARRERA,IL,2,RHL,GD,Q3,2078810RHLQ3,MAN,METAL,SQUARETANGULAR_DB,RECTANGULAR DB,METAL,NOFLATTOP,59,47.7,15,4,FULL RIM
207881RHL599O,207881,CARRERA,IL,2,RHL,GD,9O,2078810RHL9O,MAN,METAL,SQUARETANGULAR_DB,RECTANGULAR DB,METAL,NOFLATTOP,59,47.7,15,4,FULL RIM
207881RHL5908,207881,CARRERA,IL,2,RHL,GD,08,2078810RHL08,MAN,METAL,SQUARETANGULAR_DB,RECTANGULAR DB,METAL,NOFLATTOP,59,47.7,15,4,FULL RIM
207881V8159LA,207881,CARRERA,IL,2,V81,GY,LA,2078810V81LA,MAN,METAL,SQUARETANGULAR_DB,RECTANGULAR DB,METAL,NOFLATTOP,59,47.7,15,4,FULL RIM
207882NOA5670,207882,CARRERA,,2,NOA,GD,70,2078820NOA70,MAN,METAL,SQUARETANGULAR,RECTANGULAR,METAL,NOFLATTOP,56,40.1,18,2,FULL RIM
207882RHL56QZ,207882,CARRERA,IL,2,RHL,GD,QZ,2078820RHLQZ,MAN,METAL,SQUARETANGULAR,RECTANGULAR,METAL,NOFLATTOP,56,40.1,18,2,FULL RIM
207882RHL5608,207882,CARRERA,IL,2,RHL,GD,08,2078820RHL08,MAN,METAL,SQUARETANGULAR,RECTANGULAR,METAL,NOFLATTOP,56,40.1,18,2,FULL RIM
207883I465986,207883,CARRERA,IL,2,I46,BK,86,2078830I4686,MAN,INJECTED,SQUARETANGULAR_FLAT_TOP,RECTANGULAR FLAT TOP,INJECTED,FLATTOP,59,50.2,16,4,FULL RIM
207883KB759FQ,207883,CARRERA,IL,2,KB7,GY,FQ,2078830KB7FQ,MAN,INJECTED,SQUARETANGULAR_FLAT_TOP,RECTANGULAR FLAT TOP,INJECTED,FLATTOP,59,50.2,16,4,FULL RIM
207883V8159M9,207883,CARRERA,IL,2,V81,GY,M9,2078830V81M9,MAN,INJECTED,SQUARETANGULAR_FLAT_TOP,RECTANGULAR FLAT TOP,INJECTED,FLATTOP,59,50.2,16,4,FULL RIM
207884I465986,207884,CARRERA,IL,2,I46,BK,86,2078840I4686,MAN,INJECTED,SQUARETANGULAR_DB,SQUARE DB,INJECTED,NOFLATTOP,59,51.4,17,4,FULL RIM
207884REJ59FQ,207884,CARRERA,IL,2,REJ,CR,FQ,2078840REJFQ,MAN,INJECTED,SQUARETANGULAR_DB,SQUARE DB,INJECTED,NOFLATTOP,59,51.4,17,4,FULL RIM
207885I466186,207885,CARRERA,IL,2,I46,BK,86,2078850I4686,MAN,METAL,SQUARETANGULAR_DB,NAVIGATOR,METAL,NOFLATTOP,61,48.0,17,6,FULL RIM
207885KB761FQ,207885,CARRERA,IL,2,KB7,GY,FQ,2078850KB7FQ,MAN,METAL,SQUARETANGULAR_DB,NAVIGATOR,METAL,NOFLATTOP,61,48.0,17,6,FULL RIM
207885KY2619O,207885,CARRERA,IL,2,KY2,BL,9O,2078850KY29O,MAN,METAL,SQUARETANGULAR_DB,NAVIGATOR,METAL,NOFLATTOP,61,48.0,17,6,FULL RIM
207885V8161M9,207885,CARRERA,IL,2,V81,GY,M9,2078850V81M9,MAN,METAL,SQUARETANGULAR_DB,NAVIGATOR,METAL,NOFLATTOP,61,48.0,17,6,FULL RIM
207886OFY60HA,207886,CARRERA,IL,2,OFY,GD,HA,2078860OFYHA,WOMAN,METAL,SQUARETANGULAR,SQUARE,METAL,NOFLATTOP,60,52.1,15,4,FULL RIM
207886OGA609O,207886,CARRERA,IL,2,OGA,GD,9O,2078860OGA9O,WOMAN,METAL,SQUARETANGULAR,SQUARE,METAL,NOFLATTOP,60,52.1,15,4,FULL RIM
207886RHL609O,207886,CARRERA,IL,2,RHL,GD,9O,2078860RHL9O,WOMAN,METAL,SQUARETANGULAR,SQUARE,METAL,NOFLATTOP,60,52.1,15,4,FULL RIM
207886VVP60YK,207886,CARRERA,IL,2,VVP,GD,YK,2078860VVPYK,WOMAN,METAL,SQUARETANGULAR,SQUARE,METAL,NOFLATTOP,60,52.1,15,4,FULL RIM
207887C3E55FQ,207887,CARRERA,,2,C3E,OR,FQ,2078870C3EFQ,WOMAN,INJECTED,SQUARETANGULAR_BOLD,RECTANGULAR BOLD,INJECTED,NOFLATTOP,55,36.7,21,2,FULL RIM
207887FIB55YK,207887,CARRERA,IL,2,FIB,PK,YK,2078870FIBYK,WOMAN,INJECTED,SQUARETANGULAR_BOLD,RECTANGULAR BOLD,INJECTED,NOFLATTOP,55,36.7,21,2,FULL RIM
207887REJ55FQ,207887,CARRERA,IL,2,REJ,CR,FQ,2078870REJFQ,WOMAN,INJECTED,SQUARETANGULAR_BOLD,RECTANGULAR BOLD,INJECTED,NOFLATTOP,55,36.7,21,2,FULL RIM
207888RHL639O,207888,CARRERA,IL,2,RHL,GD,9O,2078880RHL9O,WOMAN,METAL,SQUARETANGULAR,SQUARE,METAL,NOFLATTOP,63,54.0,13,2,RIMLESS
207888VVP63HA,207888,CARRERA,IL,2,VVP,GD,HA,2078880VVPHA,WOMAN,METAL,SQUARETANGULAR,SQUARE,METAL,NOFLATTOP,63,54.0,13,2,RIMLESS
207889RHL992K,207889,CARRERA,IL,2,RHL,GD,2K,2078890RHL2K,WOMAN,METAL,MASK,MASK,METAL,FLATTOP,99,60.5,1,2,RIMLESS
207889VVP99HA,207889,CARRERA,IL,2,VVP,GD,HA,2078890VVPHA,WOMAN,METAL,MASK,MASK,METAL,FLATTOP,99,60.5,1,2,RIMLESS
207890C3E57X4,207890,CARRERA,IL,2,C3E,OR,X4,2078900C3EX4,WOMAN,ACETATE,SQUARETANGULAR,SQUARE,ACETATE,NOFLATTOP,57,50.3,18,4,FULL RIM
207890SZJ57YK,207890,CARRERA,IL,2,SZJ,WH,YK,2078900SZJYK,WOMAN,ACETATE,SQUARETANGULAR,SQUARE,ACETATE,NOFLATTOP,57,50.3,18,4,FULL RIM
207891FIB60YK,207891,CARRERA,IL,2,FIB,PK,YK,2078910FIBYK,WOMAN,INJECTED,SQUARETANGULAR_FLAT_TOP,SQUARE FLAT TOP,INJECTED,FLATTOP,60,54.6,17,2,FULL RIM
207891KB760EZ,207891,CARRERA,,2,KB7,GY,EZ,2078910KB7EZ,WOMAN,INJECTED,SQUARETANGULAR_FLAT_TOP,SQUARE FLAT TOP,INJECTED,FLATTOP,60,54.6,17,2,FULL RIM
207892KB751QT,207892,TOMMY HILFIGER,IL,2,KB7,GY,QT,2078920KB7QT,MAN,INJECTED,SQUARETANGULAR_SOFT,RECTANGULAR SOFT,INJECTED,NOFLATTOP,51,43.7,18,4,FULL RIM
207892OIT511Z,207892,TOMMY HILFIGER,,2,OIT,BK,1Z,2078920OIT1Z,MAN,INJECTED,SQUARETANGULAR_SOFT,RECTANGULAR SOFT,INJECTED,NOFLATTOP,51,43.7,18,4,FULL RIM
