MODEL_COD,filename_root,PRESENT
208629,2086290086KU,YES
208629,20862901ED9O,YES
208629,2086290807IR,YES
208629,2086290KB708,YES
208630,208630071CHO,YES
208630,2086300807IR,YES
208630,2086300HAMHA,YES
208630,2086300JRI9O,YES
208630,2086300UAV9O,YES
208631,208631003Y70,YES
208631,20863103Y59O,YES
208631,20863108079O,YES
208631,2086310JRI9O,YES
208632,2086320086HA,YES
208632,208632009Q70,YES
208632,2086320807IR,YES
208632,2086320MVUIR,YES
208632,2086320UAV9O,YES
208633,208633003Y70,YES
208633,20863303Y59O,YES
208633,20863308079O,YES
208633,2086330LHF4S,YES
208633,2086330MVUGB,YES
208634,2086340086HA,YES
208634,20863408079O,YES
208634,2086340JRI9O,YES
208634,2086340LHF4S,YES
208634,2086340MVUGB,YES
208635,208635001QN4,YES
208635,2086350LKSIB,YES
208635,2086350RHL9O,YES
208636,208636006J9K,YES
208636,2086360NOAUQ,YES
208636,2086360RHL9O,YES
208637,208637012JHA,YES
208637,20863708079O,YES
208637,2086370LHF4S,YES
208637,2086370X8Q9O,YES
208638,2086380086HA,YES
208638,20863808079O,YES
208638,2086380FWM70,YES
208638,2086380ZI908,YES
208639,2086390807IR,YES
208639,2086390LKS08,YES
208639,2086390NOA4S,YES
208639,2086390RHLIR,YES
208640,2086400807IR,YES
208640,208640084J9O,YES
208640,2086400LKS08,YES
208640,2086400S9EUR,YES
208641,208641010A70,YES
208641,2086410807IR,YES
208641,208641080SIR,YES
208642,20864208079O,YES
208642,2086420ATKUR,YES
208642,2086420LHFHA,YES
208642,2086420MAPHA,YES
208643,20864300B0HA,YES
208643,2086430807IR,YES
208643,2086430FWM70,YES
208643,2086430JWJ9O,YES
208644,20864400869O,YES
208644,20864403Y5HA,YES
208644,20864408079O,YES
208644,2086440MAP4S,YES
208645,2086450086W7,YES
208645,2086450807KU,YES
208645,2086450MU14S,YES
208645,2086450SZJ70,YES
208646,2086460086W7,YES
208646,20864608074S,YES
208646,2086460MU14S,YES
208646,2086460MVUIR,YES
208647,208647009Q70,YES
208647,20864708079O,YES
208647,2086470GUU4S,YES
208647,2086470JRI08,YES
208647,2086470UAV9O,YES
208648,2086480000QR,YES
208648,2086480J5G9O,YES
208649,20864903H2U1,YES
208649,2086490807IR,YES
208649,2086490C9AIR,YES
208650,20865008079O,YES
208650,2086500PJP9O,YES
208651,2086510086HA,YES
208651,20865108079O,YES
208651,2086510ZI9IB,YES
208654,20865400004S,YES
208654,2086540000IR,YES
208654,2086540F2AKU,YES
208655,20865500009O,YES
208655,2086550000DG,YES
208655,2086550F2AEQ,YES
208656,208656005LHA,YES
208656,20865607899O,YES
208656,20865608079O,YES
208657,20865706CRKU,YES
208657,2086570807IR,YES
208658,2086580086HA,YES
208658,2086580807IR,YES
208658,2086580PJP9O,YES
208659,2086590086HA,YES
208659,20865908079O,YES
208659,2086590B3V9O,YES
208660,2086600807IR,YES
208660,2086600PJPIR,YES
208660,2086600R80KU,YES
208660,2086600SVKQT,YES
208662,20866201EDSP,YES
208662,2086620807M9,YES
208662,2086620B3VKL,YES
208662,2086620FWMLA,YES
208663,208663010AM9,YES
208663,2086630807M9,YES
208663,2086630LHFSP,YES
208663,2086630QFU0F,YES
208663,2086630WR9M9,YES
208664,208664009VZ7,YES
208664,2086640807M9,YES
208664,2086640LHFM9,YES
208664,2086640VK6SP,YES
208665,2086650003MU,YES
208665,2086650807M9,YES
208665,20866509N4UC,YES
208665,2086650KB7C3,YES
208665,2086650L9GM9,YES
208667,20866702F7M9,YES
208667,20866706LBUC,YES
208667,2086670KJ1C3,YES
208667,2086670LPEMU,YES
208668,2086680807M9,YES
208668,2086680C9AM9,YES
208668,2086680CVTUC,YES
208668,2086680FWMLA,YES
208668,2086680YDCSP,YES
208669,2086690086M9,YES
208669,2086690807M9,YES
208669,2086690IPRM9,YES
208669,2086690KB7SP,YES
208669,2086690QGLUC,YES
208670,2086700003SP,YES
208670,2086700086C3,YES
208670,20867001EDM9,YES
208670,2086700284M9,YES
208670,20867002M2UC,YES
208671,20867102F7M9,YES
208671,2086710AOZSP,YES
208671,2086710J5GM9,YES
208671,2086710R80UC,YES
208672,2086720086LA,YES
208672,2086720807M9,YES
208672,20867208CQXW,YES
208672,2086720ZI9M9,YES
208673,208673009QSP,YES
208673,2086730807M9,YES
208673,2086730B3VXW,YES
208673,2086730HAMLA,YES
208674,208674009QUC,YES
208674,20867401EDLA,YES
208674,208674035JGC,YES
208674,2086740807M9,YES
208674,2086740C9AGC,YES
208675,208675009QC3,YES
208675,208675010AUC,YES
208675,2086750807M9,YES
208675,2086750PJPM9,YES
208676,208676009QM9,YES
208676,208676009QUC,YES
208676,2086760807M9,YES
208676,2086760L7QC3,YES
208677,2086770003MU,YES
208677,2086770807UC,YES
208677,2086770IPRUC,YES
208677,2086770L9GM9,YES
208677,2086770XW0SP,YES
208678,20867806LBKU,YES
208678,2086780J5G9O,YES
208678,2086780J5GHA,YES
208678,2086780J5GQT,YES
208678,2086780R81IR,YES
208679,2086790000HA,YES
208679,2086790DDBDG,YES
208679,2086790J5G9O,YES
208680,2086800807M9,YES
208680,2086800KB7QT,YES
208680,2086800OIT9O,YES
208680,2086800PJPIR,YES
208680,2086800PJPKU,YES
208681,2086810807KU,YES
208681,2086810807M9,YES
208681,2086810KB79O,YES
208681,2086810PJPGB,YES
208681,2086810PJPIR,YES
208683,20868301EDLA,YES
208683,208683079UM9,YES
208683,2086830807M9,YES
208683,2086830PJPC3,YES
208683,2086830YB7WJ,YES
208684,208684009QLA,YES
208684,20868400T7JR,YES
208684,208684035JM9,YES
208684,208684079UM9,YES
208684,2086840807M9,YES
208688,2086880003M9,YES
208688,2086880807AI,YES
208688,2086880DLDM9,YES
208688,2086880VK65X,YES
208689,2086890124UC,YES
208689,20868907ZLSP,YES
208689,2086890R80M9,YES
208689,2086890V6D5X,YES
208698,20869806LBM9,YES
208698,2086980EYR0F,YES
208698,2086980J5GUC,YES
208698,2086980KJ1C3,YES
208698,2086980OGAC3,YES
208702,20870200035Z,YES
208702,2087020807M9,YES
208702,2087020PJP5X,YES
208702,2087020ZI9M9,YES
208704,208704085K9K,YES
208704,2087040J5GIR,YES
208704,2087040NOAII,YES
208704,2087040W3J08,YES
208708,20870800869K,YES
208708,20870808074A,YES
208708,20870808079O,YES
208708,2087080D5108,YES
208708,2087080TUI9O,YES
208709,2087090807IR,YES
208709,2087090807Q3,YES
208709,2087090D5108,YES
208709,2087090OIT9O,YES
208709,2087090TUI9K,YES
208710,208710085KIR,YES
208710,2087100J5GKU,YES
208710,2087100LKS7O,YES
208710,2087100W3J08,YES
208711,208711031Z08,YES
208711,2087110J5GIR,YES
208711,2087110PEF7O,YES
208711,2087110W3JD6,YES
208712,20871200UCII,YES
208712,20871208079O,YES
208712,2087120900FQ,YES
208712,2087120EI708,YES
208714,20871400UCII,YES
208714,20871402M208,YES
208714,2087140ANS1T,YES
208714,2087140I4686,YES
208714,2087140REJD6,YES
208715,208715006JII,YES
208715,208715080S08,YES
208715,2087150I46D6,YES
208715,2087150RHL9O,YES
208716,2087160807IR,YES
208716,208716083WIR,YES
208716,2087160BLXUC,YES
208716,2087160D51Z0,YES
208716,2087160M9LUZ,YES
208717,2087170807IR,YES
208717,2087170BLXUC,YES
208717,2087170D51Z0,YES
208717,2087170M9LMT,YES
208718,20871801JZHP,YES
208718,20871802V7Z9,YES
208718,20871806HTIR,YES
208718,2087180BLXMG,YES
208718,2087180I46IR,YES
208719,2087190003IR,YES
208719,20871900Z3HP,YES
208719,20871902V7Z9,YES
208719,20871906HTZ0,YES
208719,2087190BLXMG,YES
208721,208721010A9O,YES
208721,2087210807IR,YES
208721,2087210FMPK2,YES
208723,20872308079O,YES
208723,2087230FWM3X,YES
208723,2087230SZJ70,YES
208723,2087230WR99O,YES
208726,20872600863X,YES
208726,2087260807IR,YES
208726,208726080SHA,YES
208726,2087260KB79O,YES
208728,20872800WM70,YES
208728,2087280807IR,YES
208728,2087280FMPK2,YES
208728,2087280SZJ9O,YES
208729,20872908079O,YES
208729,208729080SHA,YES
208729,2087290EX470,YES
208729,2087290KB7GB,YES
208730,20873000009O,YES
208730,208730084E70,YES
208730,2087300J5GGB,YES
208730,2087300NOAYK,YES
208731,20873107FF9O,YES
208731,20873108079O,YES
208731,208731080SHA,YES
208731,2087310FWM9O,YES
208732,2087320086HA,YES
208732,20873206AK9O,YES
208732,2087320807K2,YES
208732,2087320FWM9O,YES
208733,2087330000K2,YES
208733,2087330J5GGB,YES
208733,2087330LPE3X,YES
208733,2087330NOA70,YES
208734,2087340807M9,YES
208734,2087340KB7MU,YES
208734,2087340QFUWJ,YES
208734,2087340VK6C3,YES
208734,2087340WR9M9,YES
208735,208735001QSP,YES
208735,20873502F7M9,YES
208735,2087350DDBJR,YES
208735,2087350J5GWJ,YES
208736,208736001QLA,YES
208736,20873602F7M9,YES
208736,2087360DDBHE,YES
208736,2087360J5GWJ,YES
208737,2087370003IR,YES
208737,20873700Z3DP,YES
208737,20873702V7IR,YES
208737,20873706HT1P,YES
208737,2087370BLXHW,YES
208741,2087410086LA,YES
208741,2087410807M9,YES
208741,20874108CQXW,YES
208741,2087410PJPM9,YES
208742,2087420010LM,YES
208742,2087420EYRJQ,YES
208742,2087420GUAM9,YES
208742,2087420PEFUC,YES
208742,2087420V845X,YES
208767,2087670086HA,YES
208767,20876701EDHA,YES
208767,20876708079O,YES
208767,2087670AFO9O,YES
208768,2087680086HA,YES
208768,20876808079O,YES
208768,2087680IPAGB,YES
208768,2087680LHF70,YES
208769,20876908079O,YES
208769,2087690LHFHA,YES
208772,20877208079O,YES
208772,2087720EX49K,YES
208773,2087730000EZ,YES
208773,2087730000MT,YES
208773,2087730010N8,YES
208773,2087730J5GIR,YES
208774,2087740EPZW7,YES
208775,20877500869K,YES
208775,20877508079O,YES
208775,2087750EX4IR,YES
208776,208776009Q70,YES
208776,20877608079O,YES
208777,20877708079O,YES
208777,2087770PJP9O,YES
208778,2087780000KU,YES
208778,2087780000N8,YES
208778,2087780I20GP,YES
208778,2087780J5GIR,YES
208779,2087790003IR,YES
208779,20877907ZJQT,YES
208779,20877908079O,YES
208779,2087790OITU1,YES
208780,2087800003IR,YES
208780,208780071C70,YES
208780,20878008079O,YES
208780,2087800OY4KU,YES
208781,2087810000JO,YES
208782,208782009QHA,YES
208782,20878208079O,YES
208782,2087820KB7KU,YES
208782,2087820PJPIR,YES
208783,2087830086KU,YES
208783,208783009Q70,YES
208783,20878308079O,YES
208783,2087830807IR,YES
208783,2087830KB7KU,YES
208784,2087840086KU,YES
208784,20878402W8IR,YES
208784,20878408079O,YES
208784,2087840807QT,YES
208784,2087840HR370,YES
208785,208785005L08,YES
208785,208785035J3X,YES
208785,20878508079O,YES
208785,2087850IPRHA,YES
208785,2087850LHF9O,YES
208786,208786005L08,YES
208786,208786035JDG,YES
208786,20878608079O,YES
208786,2087860L7Q70,YES
208786,2087860SZJ70,YES
208787,20878701EDIR,YES
208787,2087870807IR,YES
208787,2087870HJV70,YES
208787,2087870MVU08,YES
208787,2087870SZJ70,YES
208788,208788005L08,YES
208788,2087880086HA,YES
208788,208788010AHA,YES
208788,20878808079O,YES
208788,2087880ZI908,YES
208792,2087920003IR,YES
208792,2087920AOZIR,YES
208792,2087920CTLQT,YES
208793,2087930ANSIR,YES
208793,2087930FT3QT,YES
208793,2087930L24IR,YES
208794,20879408079O,YES
208794,2087940KB79K,YES
208794,2087940PJPIR,YES
208795,2087950807IR,YES
208795,2087950EX4QT,YES
208795,2087950PJPIR,YES
208796,20879602W89O,YES
208796,2087960807IR,YES
208796,2087960EX4IR,YES
208796,2087960KB79K,YES
208797,20879700OX9K,YES
208797,208797038IIR,YES
208797,20879708079O,YES
208797,2087970EX4IR,YES
208798,2087980807IR,YES
208798,2087980KB7QT,YES
208798,2087980PJPIR,YES
208799,2087990807IR,YES
208799,2087990KAC9O,YES
208799,2087990KB7QT,YES
208800,2088000003IR,YES
208800,20880006LBU1,YES
208800,2088000R81KU,YES
208801,2088010003MI,YES
208801,20880106LBIR,YES
208801,2088010J5GUR,YES
208802,208802010A70,YES
208802,20880201EDIR,YES
208802,2088020KAC9O,YES
208802,2088020KB7IR,YES
208803,2088030003IR,YES
208803,2088030010KU,YES
208803,2088030J5G9O,YES
208806,2088060086HA,YES
208806,208806079UPR,YES
208806,20880608079O,YES
208806,2088060QFUHA,YES
208807,208807052AQR,YES
208807,2088070807HA,YES
208807,2088070TCB9O,YES
208809,20880908079O,YES
208809,2088090807HA,YES
208809,2088090EX4IR,YES
208809,2088090UHPIR,YES
208810,2088100ACI70,YES
208810,2088100HKZIR,YES
208810,2088100WR7IR,YES
208811,20881108079O,YES
208811,2088110HKZ3X,YES
208811,2088110NE69O,YES
208811,2088110WR7HA,YES
208812,20881201ED9O,YES
208812,2088120807PR,YES
208812,20881209N49O,YES
208812,2088120KB7HA,YES
208813,2088130807PR,YES
208813,20881309N49O,YES
208813,2088130ZI9HA,YES
208814,20881404FKHA,YES
208814,2088140807IR,YES
208814,2088140PPOIR,YES
208817,2088170086HA,YES
208817,20881708079O,YES
208817,2088170GBYHA,YES
208817,2088170JRI9O,YES
208821,2088210003IR,YES
208821,20882106HTJO,YES
208821,2088210PJPKU,YES
208823,2088230086HA,YES
208823,2088230807HA,YES
208823,208823080S9O,YES
208823,2088230LHFHA,YES
208824,2088240086HA,YES
208824,20882400WMHA,YES
208824,20882401ZXHA,YES
208824,20882408079O,YES
208825,2088250086HA,YES
208825,2088250807HA,YES
208825,208825080S9O,YES
208825,2088250FWMHA,YES
208826,20882604C370,YES
208826,2088260807IR,YES
208826,2088260QFUIR,YES
208827,20882701EDHA,YES
208827,20882708079O,YES
208827,2088270QFUM2,YES
208828,2088280086IR,YES
208828,20882808079O,YES
208828,2088280C19HA,YES
208828,2088280FWMHA,YES
208829,208829009Q9O,YES
208829,2088290EI79O,YES
208829,2088290FWMPR,YES
208830,2088300EI79O,YES
208830,2088300FWMHA,YES
208830,2088300MVU9O,YES
208831,2088310807IR,YES
208831,2088310807QT,YES
208831,2088310KB79O,YES
208831,2088310PJPIR,YES
208832,20883206C5QT,YES
208832,2088320807IR,YES
208832,2088320NLBIR,YES
208832,2088320REJ70,YES
208833,20883301EDQT,YES
208833,2088330807I8,YES
208833,2088330KB79O,YES
208833,2088330PJPIR,YES
208834,2088340FG4HA,YES
208834,2088340I46QT,YES
208834,2088340P5I9O,YES
208835,20883500039O,YES
208835,2088350R80L7,YES
208835,2088350YZ4IR,YES
208836,208836009QHA,YES
208836,20883601EDQT,YES
208836,2088360807I8,YES
208836,2088360KB79O,YES
208837,2088370003IR,YES
208837,2088370KJ1L7,YES
208837,2088370R809O,YES
208838,2088380807IR,YES
208838,2088380KB79O,YES
208838,2088380PJPIR,YES
208839,20883902M2KU,YES
208839,20883903MAQT,YES
208839,2088390ANSIR,YES
208839,2088390REJ70,YES
208840,208840009QQT,YES
208840,20884001EDIR,YES
208840,2088400807IR,YES
208840,2088400KB7KU,YES
208841,208841009QIR,YES
208841,2088410807IR,YES
208841,2088410FMPIR,YES
208841,2088410KB7QT,YES
208842,2088420807IR,YES
208842,2088420KB7QT,YES
208842,2088420PJPIR,YES
208847,2088470789QR,YES
208847,20884708079O,YES
208847,2088470KDXHA,YES
208848,2088480086HA,YES
208848,20884802LFTX,YES
208848,20884808079O,YES
208848,2088480PJP9O,YES
208849,2088490003IR,YES
208849,20884906LB9O,YES
208849,2088490J5G47,YES
208849,2088490J5GQT,YES
208850,20885006LBMT,YES
208850,2088500J5GD6,YES
208850,2088500V81IR,YES
208852,2088520086HA,YES
208852,208852009QHA,YES
208852,2088520807IR,YES
208852,2088520G3IUR,YES
208853,2088530086IR,YES
208853,20885308079O,YES
208853,2088530FWMHA,YES
208856,20885601EDKU,YES
208856,208856035J4S,YES
208856,2088560807IR,YES
208856,2088560WR970,YES
208860,20886001EDUR,YES
208860,2088600807IR,YES
208860,2088600JR9KU,YES
208860,2088600WR970,YES
208861,20886101ED9O,YES
208861,20886108079O,YES
208861,2088610JR9KU,YES
208861,2088610WR9HA,YES
208864,2088640086HA,YES
208864,20886408079O,YES
208864,2088640FWM3X,YES
208865,20886506AKI7,YES
208865,2088650807HA,YES
208865,2088650EED9O,YES
208865,2088650EX4HA,YES
208865,2088650QMJHA,YES
208866,2088660086HA,YES
208866,2088660807HA,YES
208866,208866080S9O,YES
208866,2088660PJPI7,YES
208867,2088670086HA,YES
208867,2088670573HA,YES
208867,2088670807HA,YES
208868,2088680086HA,YES
208868,20886808079O,YES
208868,2088680EX4HA,YES
208869,20886908079O,YES
208869,2088690FWMHA,YES
208869,2088690OFETP,YES
208870,2088700YCXI7,YES
208871,20887108079O,YES
208872,20887208079O,YES
208872,2088720KVIHA,YES
208872,2088720ZI99O,YES
208873,20887301ED9K,YES
208873,2088730807I8,YES
208873,2088730KB79O,YES
208873,2088730PJPIR,YES
208874,20887408079O,YES
208874,2088740QFUDG,YES
208874,2088740ZI9HA,YES
208875,2088750807IR,YES
208875,2088750KB7QT,YES
208875,2088750PJPIR,YES
208903,20890300103X,YES
208903,2089030AU23X,YES
208903,2089030J5GHA,YES
208909,2089090086HA,YES
208909,20890901NRLA,YES
208909,20890902T3HA,YES
208909,20890908079O,YES
208909,2089090QQKHA,YES
208912,2089120086HA,YES
208912,20891208079O,YES
208912,2089120PJP9O,YES
208914,2089140JBWGB,YES
208914,2089140PJP9O,YES
208916,20891607ZJ9O,YES
208916,2089160SRPPR,YES
208937,2089370J5GIR,YES
310269,3102690KB700,YES
310327,3103270C9A00,YES
310327,3103270PJP00,YES
310328,3103280FMP00,YES
310328,3103280PJP00,YES
